quantity_available,manufacturer,unit_price,product_status,product_url,standard_pricing,manufacturer_product_number,datasheet_url,Contact Type,Pitch - Mating,Number of Positions,Number of Rows,Mounting Type,Contact Length - Mating,Contact Length - Post,Insulation Height,Current Rating (Amps),Voltage Rating
17186,Sullins Connector Solutions,3.14,Active,https://www.digikey.com/en/products/detail/sullins-connector-solutions/PBC36DAAN/861057,1 in Bulk for 3.14  50 in Bulk for 118.87  100 in Bulk for 226.38  500 in Bulk for 1010.37  1000 in Bulk for 1924.33  5000 in Bulk for 9620.0 ,PBC36DAAN,https://drawings-pdf.s3.amazonaws.com/C10436.pdf,Male Pin,"0.100"" (2.54mm)",72,2,Through Hole,"0.230"" (5.84mm)","0.120"" (3.05mm)","0.100"" (2.54mm)",3A,-
661,Sullins Connector Solutions,3.14,Active,https://www.digikey.com/en/products/detail/sullins-connector-solutions/PBC36DFAN/861346,1 in Bulk for 3.14  50 in Bulk for 118.87  100 in Bulk for 226.38  500 in Bulk for 1010.37  1000 in Bulk for 1924.33  5000 in Bulk for 9620.0 ,PBC36DFAN,https://drawings-pdf.s3.amazonaws.com/C10436.pdf,Male Pin,"0.100"" (2.54mm)",72,2,Through Hole,"0.318"" (8.08mm)","0.120"" (3.05mm)","0.100"" (2.54mm)",3A,-
488,Würth Elektronik,3.35,Active,https://www.digikey.com/en/products/detail/würth-elektronik/61002021121/4846973,1 in Tube for 3.35  10 in Tube for 28.43  24 in Tube for 56.85  48 in Tube for 94.74  96 in Tube for 172.2  192 in Tube for 314.4 ,61002021121,https://www.we-online.com/katalog/datasheet/6100xx21121.pdf,Male Pin,"0.100"" (2.54mm)",20,2,Surface Mount,"0.236"" (6.00mm)",-,"0.100"" (2.54mm)",3A,250V
2305,Samtec Inc.,3.37,Active,https://www.digikey.com/en/products/detail/samtec-inc/FTR-110-03-G-D-06/2651173,1 in Tube for 3.37  10 in Tube for 28.63  100 in Tube for 243.34  500 in Tube for 1086.07  1000 in Tube for 2068.52 ,FTR-110-03-G-D-06,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6209/ftr-1xx-xx-xx-d-xx-x-xx-mkt.pdf,Male Pin,"0.050"" (1.27mm)",20,2,Surface Mount,"0.125"" (3.18mm)",-,"0.100"" (2.54mm)",3.1A per Contact,-
1373,Samtec Inc.,3.38,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSM-108-01-S-DV-P-TR/2685701,150 in Tape & Reel (TR) for 438.1395  300 in Tape & Reel (TR) for 797.13  750 in Tape & Reel (TR) for 1695.7575  1050 in Tape & Reel (TR) for 1864.065  3750 in Tape & Reel (TR) for 5833.875  7500 in Tape & Reel (TR) for 10281.75  1 in Cut Tape (CT) for 3.38  1 in Digi-Reel® for 3.38 ,TSM-108-01-S-DV-P-TR,https://suddendocs.samtec.com/catalog_english/tsm.pdf,Male Pin,"0.100"" (2.54mm)",16,2,Surface Mount,"0.230"" (5.84mm)",-,"0.100"" (2.54mm)",-,-
769,Sullins Connector Solutions,3.54,Active,https://www.digikey.com/en/products/detail/sullins-connector-solutions/PBC36DABN/861094,1 in Bulk for 3.54  50 in Bulk for 134.2  100 in Bulk for 255.58  500 in Bulk for 1140.69  1000 in Bulk for 2197.0 ,PBC36DABN,https://drawings-pdf.s3.amazonaws.com/C10436.pdf,Male Pin,"0.100"" (2.54mm)",72,2,Through Hole,"0.230"" (5.84mm)","0.230"" (5.84mm)","0.100"" (2.54mm)",3A,-
435,Samtec Inc.,3.58,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSM-110-02-S-DV-P-TR/7634780,125 in Tape & Reel (TR) for 396.23  625 in Tape & Reel (TR) for 1472.8625  1250 in Tape & Reel (TR) for 2450.4375  3125 in Tape & Reel (TR) for 6037.5  1 in Cut Tape (CT) for 3.58  25 in Cut Tape (CT) for 85.95  50 in Cut Tape (CT) for 166.43  1 in Digi-Reel® for 3.58  25 in Digi-Reel® for 85.95  50 in Digi-Reel® for 166.43 ,TSM-110-02-S-DV-P-TR,https://suddendocs.samtec.com/catalog_english/tsm.pdf,Male Pin,"0.100"" (2.54mm)",20,2,Surface Mount,"0.320"" (8.13mm)",-,"0.100"" (2.54mm)",-,-
3414,Molex,3.63,Active,https://www.digikey.com/en/products/detail/molex/0901310770/760860,1 in Bulk for 3.63  10 in Bulk for 30.85  100 in Bulk for 262.22  500 in Bulk for 1170.36  1000 in Bulk for 2229.05  5000 in Bulk for 9950.05 ,0901310770,https://www.molex.com/pdm_docs/sd/901310770_sd.pdf,Male Pin,"0.100"" (2.54mm)",20,2,Through Hole,"0.266"" (6.75mm)","0.114"" (2.90mm)","0.098"" (2.50mm)",-,-
123,TE Connectivity AMP Connectors,3.71,Active,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/1241050-2/5972702,350 in Tape & Reel (TR) for 858.34  700 in Tape & Reel (TR) for 1634.78  1050 in Tape & Reel (TR) for 2383.0485  1750 in Tape & Reel (TR) for 3831.2925  2450 in Tape & Reel (TR) for 5238.0755  3500 in Tape & Reel (TR) for 7297.22  1 in Cut Tape (CT) for 3.71  10 in Cut Tape (CT) for 31.52  100 in Cut Tape (CT) for 267.91 ,1241050-2,https://www.te.com/usa-en/product-1241050-2.datasheet.pdf,Male Pin,"0.100"" (2.54mm)",4,2,Surface Mount,"0.228"" (5.80mm)",-,"0.110"" (2.79mm)",-,-
1323,TE Connectivity AMP Connectors,3.72,Active,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/5-146256-7/1150863,1 in Bulk for 3.72  10 in Bulk for 31.59  200 in Bulk for 511.36  600 in Bulk for 1419.672  1000 in Bulk for 2282.4 ,5-146256-7,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=146256&DocType=Customer%20Drawing&DocLang=English&PartCntxt=5-146256-7&DocFormat=pdf,Male Pin,"0.100"" (2.54mm)",14,2,Through Hole,"0.230"" (5.84mm)","0.120"" (3.05mm)","0.090"" (2.29mm)",3A,-
780,Molex,4.26,Active,https://www.digikey.com/en/products/detail/molex/0901310930/3303785,1 in Tray for 4.26  10 in Tray for 36.24  100 in Tray for 307.96  500 in Tray for 1374.5  1200 in Tray for 3101.316 ,0901310930,https://tools.molex.com/pdm_docs/pk/PK-90131-0001-000.pdf,Male Pin,"0.100"" (2.54mm)",20,2,Through Hole,"0.266"" (6.75mm)","0.114"" (2.90mm)","0.098"" (2.50mm)",-,-
1567,Amphenol ICC (FCI),4.31,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/67997-172HLF/1002534,1 in Bulk for 4.31  50 in Bulk for 163.47  100 in Bulk for 311.32  500 in Bulk for 1389.51  1000 in Bulk for 2646.46 ,67997-172HLF,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_bergstik.pdf,Male Pin,"0.100"" (2.54mm)",72,2,Through Hole,"0.230"" (5.84mm)","0.120"" (3.05mm)","0.100"" (2.54mm)",3A,-
2129,Sullins Connector Solutions,4.39,Active,https://www.digikey.com/en/products/detail/sullins-connector-solutions/PBC36DBAN/861779,1 in Bulk for 4.39  50 in Bulk for 166.53  100 in Bulk for 317.15  500 in Bulk for 1415.51  1000 in Bulk for 2782.0 ,PBC36DBAN,https://drawings-pdf.s3.amazonaws.com/C10436.pdf,Male Pin,"0.100"" (2.54mm)",72,2,"Through Hole, Right Angle","0.230"" (5.84mm)","0.100"" (2.54mm)","0.240"" (6.10mm)",3A,-
2036,3M,4.41,Active,https://www.digikey.com/en/products/detail/3m/929836-02-36-RK/1093929,1 in Bulk for 4.41  10 in Bulk for 37.49  300 in Bulk for 884.571  600 in Bulk for 1684.728  1200 in Bulk for 3208.752 ,929836-02-36-RK,https://multimedia.3m.com/mws/media/43897O/3m-tm-pinstriphdr-100-100-x-100-929-series-ts0769.pdf,Male Pin,"0.100"" (2.54mm)",72,2,Through Hole,"0.235"" (5.97mm)","0.210"" (5.33mm)","0.100"" (2.54mm)",2.5A,-
quantity_available,manufacturer,unit_price,product_status,product_url,standard_pricing,manufacturer_product_number,datasheet_url,Contact Type,Pitch - Mating,Number of Positions,Number of Rows,Mounting Type,Contact Length - Mating,Contact Length - Post,Insulation Height,Current Rating (Amps),Voltage Rating
1613,TE Connectivity AMP Connectors,4.41,Active,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/5-147279-2/2275981,2500 in Tape & Reel (TR) for 5366.225  1 in Cut Tape (CT) for 4.41  10 in Cut Tape (CT) for 35.91  100 in Cut Tape (CT) for 292.71  500 in Cut Tape (CT) for 1268.97  1000 in Cut Tape (CT) for 2392.66 ,5-147279-2,https://www.te.com/usa-en/product-5-147279-2.datasheet.pdf,Male Pin,"0.100"" (2.54mm)",10,2,Surface Mount,"0.230"" (5.84mm)",-,"0.090"" (2.29mm)",-,-
435,Sullins Connector Solutions,4.43,Active,https://www.digikey.com/en/products/detail/sullins-connector-solutions/GBC36DABN-M30/862121,1 in Bulk for 4.43  50 in Bulk for 167.95  100 in Bulk for 319.85  500 in Bulk for 1427.61  1000 in Bulk for 2808.0 ,GBC36DABN-M30,https://drawings-pdf.s3.amazonaws.com/C10059.pdf,Male Pin,"0.100"" (2.54mm)",72,2,Surface Mount,"0.230"" (5.84mm)",-,"0.100"" (2.54mm)",3A,-
3891,TE Connectivity AMP Connectors,4.53,Active,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/6-146256-2/5009906,1 in Bulk for 4.53  10 in Bulk for 38.46  120 in Bulk for 387.18  600 in Bulk for 1728.102  1080 in Bulk for 2984.2992 ,6-146256-2,https://www.te.com/usa-en/product-6-146256-2.datasheet.pdf,Male Pin,"0.100"" (2.54mm)",24,2,Through Hole,"0.230"" (5.84mm)","0.120"" (3.05mm)","0.090"" (2.29mm)",3A,-
1433,TE Connectivity AMP Connectors,4.81,Active,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/87227-6/295326,1 in Bulk for 4.81  10 in Bulk for 40.89  120 in Bulk for 411.6504  600 in Bulk for 1837.332  1080 in Bulk for 3172.9536 ,87227-6,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=87227&DocType=Customer+Drawing&DocLang=English,Male Pin,"0.100"" (2.54mm)",12,2,Through Hole,"0.318"" (8.08mm)","0.125"" (3.18mm)","0.090"" (2.29mm)",3A,-
1113,Samtec Inc.,4.9,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSW-150-07-L-D/1101327,1 in Bulk for 4.9  25 in Bulk for 118.04  50 in Bulk for 224.85  100 in Bulk for 417.92  500 in Bulk for 1725.84  1000 in Bulk for 2881.28  2500 in Bulk for 6014.975  5000 in Bulk for 11573.3 ,TSW-150-07-L-D,https://suddendocs.samtec.com/catalog_english/tsw_th.pdf,Male Pin,"0.100"" (2.54mm)",100,2,Through Hole,"0.230"" (5.84mm)","0.100"" (2.54mm)","0.100"" (2.54mm)",-,-
7887,3M,5.06,Active,https://www.digikey.com/en/products/detail/3m/961272-6404-AR/2071507,1 in Bulk for 5.06  10 in Bulk for 42.98  400 in Bulk for 1324.92  800 in Bulk for 2523.448  1200 in Bulk for 3678.492 ,961272-6404-AR,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/587/961_2.54mm_StraightSolderTail_DS.pdf,Male Pin,"0.100"" (2.54mm)",72,2,Through Hole,"0.217"" (5.50mm)","0.130"" (3.30mm)","0.098"" (2.50mm)",2A,-
1980,Molex,5.44,Active,https://www.digikey.com/en/products/detail/molex/0717640130/851668,1 in Tube for 5.44  14 in Tube for 63.21  112 in Tube for 436.59952  504 in Tube for 1766.93832  1008 in Tube for 3365.34912 ,0717640130,https://www.molex.com/webdocs/datasheets/pdf/en-us/0717640130_PCB_HEADERS.pdf,Male Pin,"0.100"" (2.54mm)",30,2,"Through Hole, Right Angle","0.240"" (6.10mm)","0.110"" (2.79mm)","0.200"" (5.08mm)",-,-
3541,Samtec Inc.,5.52,Active,https://www.digikey.com/en/products/detail/samtec-inc/FTR-110-51-S-D-06-P-TR/6579256,175 in Tape & Reel (TR) for 430.0205  350 in Tape & Reel (TR) for 818.9895  525 in Tape & Reel (TR) for 1193.85  875 in Tape & Reel (TR) for 1919.3475  1225 in Tape & Reel (TR) for 2645.118  1 in Cut Tape (CT) for 5.52  10 in Cut Tape (CT) for 46.92  1 in Digi-Reel® for 5.52  10 in Digi-Reel® for 46.92 ,FTR-110-51-S-D-06-P-TR,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6209/ftr-1xx-xx-xx-d-xx-x-xx-mkt.pdf,Male Pin,"0.050"" (1.27mm)",20,2,Surface Mount,"0.190"" (4.83mm)",-,"0.100"" (2.54mm)",3.1A per Contact,-
3279,Samtec Inc.,5.63,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSW-150-07-G-D/1101227,1 in Bulk for 5.63  10 in Bulk for 55.48  25 in Bulk for 134.4  50 in Bulk for 252.76  100 in Bulk for 417.59  500 in Bulk for 1742.58  1000 in Bulk for 2910.8  2000 in Bulk for 4749.64 ,TSW-150-07-G-D,https://suddendocs.samtec.com/catalog_english/tsw_th.pdf,Male Pin,"0.100"" (2.54mm)",100,2,Through Hole,"0.230"" (5.84mm)","0.100"" (2.54mm)","0.100"" (2.54mm)",-,-
221,Sullins Connector Solutions,6.02,Active,https://www.digikey.com/en/products/detail/sullins-connector-solutions/PBC36DGAN/861959,1 in Bulk for 6.02  50 in Bulk for 228.16  100 in Bulk for 434.54  500 in Bulk for 1963.0 ,PBC36DGAN,https://drawings-pdf.s3.amazonaws.com/C10436.pdf,Male Pin,"0.100"" (2.54mm)",72,2,"Through Hole, Right Angle","0.318"" (8.08mm)","0.100"" (2.54mm)","0.240"" (6.10mm)",3A,-
645,Samtec Inc.,6.36,Active,https://www.digikey.com/en/products/detail/samtec-inc/FTR-110-03-G-D-06-TR/7336250,375 in Tape & Reel (TR) for 806.04  750 in Tape & Reel (TR) for 1535.16  1125 in Tape & Reel (TR) for 2237.83875  1875 in Tape & Reel (TR) for 3709.21875  1 in Cut Tape (CT) for 6.36  10 in Cut Tape (CT) for 54.05  100 in Cut Tape (CT) for 459.38  1 in Digi-Reel® for 6.36  10 in Digi-Reel® for 54.05  100 in Digi-Reel® for 459.38 ,FTR-110-03-G-D-06-TR,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6209/ftr-1xx-xx-xx-d-xx-x-xx-mkt.pdf,Male Pin,"0.050"" (1.27mm)",20,2,Surface Mount,"0.125"" (3.18mm)",-,"0.100"" (2.54mm)",3.1A per Contact,-
2950,TE Connectivity AMP Connectors,6.57,Active,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/87215-3/295317,1 in Bulk for 6.57  10 in Bulk for 55.8  120 in Bulk for 561.7896  600 in Bulk for 2507.55  1080 in Bulk for 4330.4004 ,87215-3,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=87215&DocType=Customer+Drawing&DocLang=English,Male Pin,"0.100"" (2.54mm)",12,2,Through Hole,"0.318"" (8.08mm)","0.125"" (3.18mm)","0.090"" (2.29mm)",3A,-
935,Preci-Dip,6.64,Active,https://www.digikey.com/en/products/detail/preci-dip/802-10-030-10-002101/3757474,1 in Bulk for 6.64  10 in Bulk for 56.43  228 in Bulk for 1031.70912  684 in Bulk for 2864.3868  1140 in Bulk for 4605.1554 ,802-10-030-10-002101,"https://www.precidip.com/AppHost/9696,1/Scripts/Modules/Catalog/Default.aspx?c=8&i=568&p=182&pdf=1&dsku=802-PP-NNN-10-002101",Male Pin,"0.100"" (2.54mm)",30,2,Through Hole,"0.141"" (3.60mm)","0.118"" (3.00mm)","0.110"" (2.79mm)",3A,150VDC
1250,Samtec Inc.,7.41,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSW-150-07-S-D/1101427,1 in Bulk for 7.41  10 in Bulk for 73.05  25 in Bulk for 176.97  50 in Bulk for 332.81  100 in Bulk for 549.81  500 in Bulk for 2294.32  1000 in Bulk for 3832.13  2000 in Bulk for 6674.74 ,TSW-150-07-S-D,https://suddendocs.samtec.com/catalog_english/tsw_th.pdf,Male Pin,"0.100"" (2.54mm)",100,2,Through Hole,"0.230"" (5.84mm)","0.100"" (2.54mm)","0.100"" (2.54mm)",-,-
555,Samtec Inc.,7.69,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSW-150-08-G-D/1101624,1 in Bulk for 7.69  10 in Bulk for 71.1  25 in Bulk for 168.0  50 in Bulk for 324.0  100 in Bulk for 481.0  500 in Bulk for 2125.0  1000 in Bulk for 4187.95 ,TSW-150-08-G-D,https://suddendocs.samtec.com/catalog_english/tsw_th.pdf,Male Pin,"0.100"" (2.54mm)",100,2,Through Hole,"0.230"" (5.84mm)","0.200"" (5.08mm)","0.100"" (2.54mm)",-,-
693,Samtec Inc.,8.46,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSW-150-08-G-D-RA/1101674,1 in Bulk for 8.46  10 in Bulk for 78.2  25 in Bulk for 184.75  50 in Bulk for 356.0  100 in Bulk for 529.0  500 in Bulk for 2340.01  1000 in Bulk for 3450.01  2000 in Bulk for 6552.0 ,TSW-150-08-G-D-RA,https://suddendocs.samtec.com/catalog_english/tsw_th.pdf,Male Pin,"0.100"" (2.54mm)",100,2,"Through Hole, Right Angle","0.230"" (5.84mm)","0.090"" (2.29mm)","0.219"" (5.56mm)",-,-
590,Mill-Max Manufacturing Corp.,11.31,Active,https://www.digikey.com/en/products/detail/mill-max-manufacturing-corp/802-10-064-10-001000/290957,1 in Tube for 11.31  12 in Tube for 113.90004  102 in Tube for 832.40976  504 in Tube for 3674.8908  1002 in Tube for 6960.6936 ,802-10-064-10-001000,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7161/Mill%20Max%20catalog.pdf,Male Pin,"0.100"" (2.54mm)",64,2,Through Hole,"0.195"" (4.95mm)","0.118"" (3.00mm)","0.110"" (2.79mm)",-,-
2751,Molex,11.33,Active,https://www.digikey.com/en/products/detail/molex/0702800458/851733,10 in Bulk for 88.2  50 in Bulk for 433.0  90 in Bulk for 765.9  200 in Bulk for 1670.0  1000 in Bulk for 7600.0  2000 in Bulk for 13320.0  1 in Bulk for 11.33  10 in Bulk for 96.25  250 in Bulk for 1917.25  500 in Bulk for 3651.63  1000 in Bulk for 6955.1 ,0702800458,https://www.molex.com/pdm_docs/sd/702800458_sd.pdf,Male Pin,"0.100"" (2.54mm)",100,2,Through Hole,"0.240"" (6.10mm)","0.107"" (2.71mm)","0.090"" (2.29mm)",-,-
1970,TE Connectivity AMP Connectors,11.56,Active,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/9-146256-0/1126337,1 in Bulk for 11.56  50 in Bulk for 438.24  100 in Bulk for 834.64  500 in Bulk for 3725.54  1000 in Bulk for 7095.86 ,9-146256-0,https://www.te.com/usa-en/product-9-146256-0.datasheet.pdf,Male Pin,"0.100"" (2.54mm)",80,2,Through Hole,"0.230"" (5.84mm)","0.120"" (3.05mm)","0.090"" (2.29mm)",3A,-
578,3M,12.68,Active,https://www.digikey.com/en/products/detail/3m/929665-09-36-I/17394,1 in Bulk for 12.68  10 in Bulk for 107.71  100 in Bulk for 915.57  500 in Bulk for 4086.77  1000 in Bulk for 7783.96 ,929665-09-36-I,https://multimedia.3m.com/mws/media/43897O/3m-tm-pinstriphdr-100-100-x-100-929-series-ts0769.pdf,Male Pin,"0.100"" (2.54mm)",72,2,Through Hole,"0.235"" (5.97mm)","0.145"" (3.68mm)","0.100"" (2.54mm)",2.5A,-
460,3M,12.68,Active,https://www.digikey.com/en/products/detail/3m/929665-03-36-I/6427,1 in Bulk for 12.68  10 in Bulk for 107.71  100 in Bulk for 915.57  500 in Bulk for 4086.77  1000 in Bulk for 7783.96 ,929665-03-36-I,https://multimedia.3m.com/mws/media/43897O/3m-tm-pinstriphdr-100-100-x-100-929-series-ts0769.pdf,Male Pin,"0.100"" (2.54mm)",72,2,Through Hole,"0.235"" (5.97mm)","0.410"" (10.41mm)","0.100"" (2.54mm)",2.5A,-
1049,TE Connectivity AMP Connectors,15.37,Active,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/9-146253-0/1126377,1 in Bulk for 15.37  50 in Bulk for 583.05  100 in Bulk for 1121.28 ,9-146253-0,https://www.te.com/usa-en/product-9-146253-0.datasheet.pdf,Male Pin,"0.100"" (2.54mm)",80,2,Through Hole,"0.318"" (8.08mm)","0.125"" (3.18mm)","0.090"" (2.29mm)",3A,-
152,Samtec Inc.,16.65,Active,https://www.digikey.com/en/products/detail/samtec-inc/BDL-118-G-F/6642879,1 in Tube for 16.65  10 in Tube for 141.51  100 in Tube for 1202.92  500 in Tube for 5874.0 ,BDL-118-G-F,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6129/bxx-1xx-x-x-x-mkt1.pdf,Male Pin,"0.100"" (2.54mm)",36,2,Through Hole,"0.122"" (3.10mm)","0.125"" (3.18mm)","0.085"" (2.15mm)",-,-
151476,Amphenol ICC (FCI),0.1,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/77311-418-00LF/4275226,36000 in Tape & Reel (TR) for 892.44  72000 in Tape & Reel (TR) for 1699.92  108000 in Tape & Reel (TR) for 2477.52  180000 in Tape & Reel (TR) for 3983.4  252000 in Tape & Reel (TR) for 5445.72  360000 in Tape & Reel (TR) for 7585.2  1 in Cut Tape (CT) for 0.1  10 in Cut Tape (CT) for 0.44  100 in Cut Tape (CT) for 3.76  500 in Cut Tape (CT) for 16.77  1000 in Cut Tape (CT) for 31.93  5000 in Cut Tape (CT) for 142.5  10000 in Cut Tape (CT) for 271.4 ,77311-418-00LF,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_bergstik.pdf,Male Pin,"0.100"" (2.54mm)",Cuttable,1,Through Hole,"0.230"" (5.84mm)","0.120"" (3.05mm)","0.100"" (2.54mm)",3A per Contact,-
88679,Amphenol ICC (FCI),0.1,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/67996-200HLF/1489224,45000 in Tape & Reel (TR) for 1463.4  90000 in Tape & Reel (TR) for 2787.3  135000 in Tape & Reel (TR) for 4063.5  225000 in Tape & Reel (TR) for 6531.75  315000 in Tape & Reel (TR) for 8930.25  1 in Cut Tape (CT) for 0.1  10 in Cut Tape (CT) for 0.59  100 in Cut Tape (CT) for 5.01  500 in Cut Tape (CT) for 22.35  1000 in Cut Tape (CT) for 42.56  5000 in Cut Tape (CT) for 189.9  10000 in Cut Tape (CT) for 361.6 ,67996-200HLF,https://www.waldom.com/upload/parts/datasheets/mf-fci/fci-67996-200hlf.pdf,Male Pin,"0.100"" (2.54mm)",Cuttable,2,Through Hole,"0.230"" (5.84mm)","0.095"" (2.41mm)","0.100"" (2.54mm)",3A per Contact,-
84017,Amphenol ICC (FCI),0.1,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/10129379-902002BLF/7915978,1 in Bulk for 0.1  10 in Bulk for 0.49  100 in Bulk for 4.13  500 in Bulk for 18.41  1000 in Bulk for 35.05  5000 in Bulk for 156.4  10000 in Bulk for 297.9 ,10129379-902002BLF,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_econostik_254headers.pdf,Male Pin,"0.100"" (2.54mm)",2,1,"Through Hole, Right Angle","0.230"" (5.84mm)","0.090"" (2.29mm)","0.095"" (2.41mm)",3A,110VDC
75577,Harwin Inc.,0.1,Active,https://www.digikey.com/en/products/detail/harwin-inc/M20-9770246/3727739,1 in Bulk for 0.1  10 in Bulk for 0.81  100 in Bulk for 6.91  500 in Bulk for 30.82  1000 in Bulk for 58.7  5000 in Bulk for 261.9  10000 in Bulk for 498.8 ,M20-9770246,https://cdn.harwin.com/pdfs/M20-977.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.228"" (5.80mm)","0.122"" (3.10mm)","0.100"" (2.54mm)",3A per Contact,-
66171,Amphenol ICC (FCI),0.1,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/10129378-902001BLF/7915924,1 in Bulk for 0.1  10 in Bulk for 0.44  100 in Bulk for 3.74  500 in Bulk for 16.67  1000 in Bulk for 31.74  5000 in Bulk for 141.6  10000 in Bulk for 269.7 ,10129378-902001BLF,https://www.waldom.com/upload/parts/datasheets/mf-fci/fci-10129378-902001blf.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.230"" (5.84mm)","0.120"" (3.05mm)","0.100"" (2.54mm)",3A,110VDC
56094,Amphenol ICC (FCI),0.1,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/10129380-902001BLF/7916030,1 in Bulk for 0.1  10 in Bulk for 0.57  100 in Bulk for 4.85  500 in Bulk for 21.65  1000 in Bulk for 41.22  7200 in Bulk for 258.12  14400 in Bulk for 491.616 ,10129380-902001BLF,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_econostik_254headers.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Surface Mount,"0.230"" (5.84mm)",-,"0.100"" (2.54mm)",3A,110VDC
53908,Amphenol ICC (FCI),0.1,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/10129378-902004BLF/7915927,1 in Bulk for 0.1  10 in Bulk for 0.46  100 in Bulk for 3.94  500 in Bulk for 17.59  1000 in Bulk for 33.5  5000 in Bulk for 149.45  10000 in Bulk for 284.6 ,10129378-902004BLF,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_econostik_254headers.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.318"" (8.08mm)","0.090"" (2.29mm)","0.100"" (2.54mm)",3A,110VDC
50264,Amphenol ICC (Commercial Products),0.1,Active,https://www.digikey.com/en/products/detail/amphenol-cs-commercial-products/G800W306018EU/13683144,1 in Bag for 0.1  10 in Bag for 0.36  100 in Bag for 3.08  500 in Bag for 13.76  1000 in Bag for 26.2  5000 in Bag for 116.9  10000 in Bag for 222.6 ,G800W306018EU,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_btb_254_g800.pdf?__cf_chl_jschl_tk__=4e886f12bfab7e39b45ebaa24bc16fa8ea8da833-1611873833-0-ARy4IaeOcjWlirDtXx0g_iE7oMCfIydcHLVJmdtxLjAPksbE5ymNwat1iJmz4KGNqkkTTh,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.240"" (6.10mm)","0.118"" (3.00mm)","0.098"" (2.50mm)",3A per Contact,250VDC
47675,Adam Tech,0.1,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1-02-UA/9830266,1 in Bag for 0.1  10 in Bag for 0.33  100 in Bag for 2.82  500 in Bag for 12.6  1000 in Bag for 24.0  5000 in Bag for 107.05  10000 in Bag for 203.9 ,PH1-02-UA,https://app.adam-tech.com/products/download/data_sheet/201605/ph1-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.236"" (6.00mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
