quantity_available,manufacturer,unit_price,product_status,product_url,standard_pricing,manufacturer_product_number,datasheet_url,Contact Type,Pitch - Mating,Number of Positions,Number of Rows,Mounting Type,Contact Length - Mating,Contact Length - Post,Insulation Height,Current Rating (Amps),Voltage Rating
7148,Adam Tech,0.13,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1-10-UA/9830653,1 in Bag for 0.13  10 in Bag for 1.14  100 in Bag for 9.69  500 in Bag for 43.24  1000 in Bag for 82.35  5000 in Bag for 367.45  10000 in Bag for 699.9 ,PH1-10-UA,https://app.adam-tech.com/products/download/data_sheet/201605/ph1-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",10,1,Through Hole,"0.236"" (6.00mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
5002,Harwin Inc.,0.13,Active,https://www.digikey.com/en/products/detail/harwin-inc/M20-9960245/3728208,1 in Bulk for 0.13  10 in Bulk for 1.12  100 in Bulk for 9.48  500 in Bulk for 42.3  1000 in Bulk for 80.55  5000 in Bulk for 359.45  10000 in Bulk for 684.6 ,M20-9960245,https://cdn.harwin.com/pdfs/M20-996.pdf,Male Pin,"0.100"" (2.54mm)",2,1,"Through Hole, Right Angle","0.240"" (6.10mm)","0.118"" (3.00mm)","0.100"" (2.54mm)",3A per Contact,-
3753,Adam Tech,0.13,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1RB-05-UA/9831540,1 in Bag for 0.13  10 in Bag for 1.11  100 in Bag for 9.42  500 in Bag for 42.02  1000 in Bag for 80.01  5000 in Bag for 357.05  10000 in Bag for 680.0 ,PH1RB-05-UA,https://app.adam-tech.com/products/download/data_sheet/201281/ph1rb-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",5,1,"Through Hole, Right Angle","0.235"" (5.97mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
35807,Molex,0.14,Active,https://www.digikey.com/en/products/detail/molex/0022285023/3158557,1 in Bulk for 0.14  10 in Bulk for 1.15  100 in Bulk for 9.76  500 in Bulk for 43.53  1000 in Bulk for 82.9  5000 in Bulk for 369.95  10000 in Bulk for 704.6 ,0022285023,https://www.molex.com/en-us/products/part-detail/22053141?display=pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.240"" (6.10mm)","0.135"" (3.43mm)","0.090"" (2.29mm)",-,-
22270,Molex,0.14,Active,https://www.digikey.com/en/products/detail/molex/0022285024/6167121,1 in Bulk for 0.14  10 in Bulk for 1.15  100 in Bulk for 9.75  500 in Bulk for 43.5  1000 in Bulk for 82.83  5000 in Bulk for 369.65  10000 in Bulk for 704.0 ,0022285024,https://www.molex.com/en-us/products/part-detail/22053141?display=pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.320"" (8.13mm)","0.135"" (3.43mm)","0.090"" (2.29mm)",-,-
15291,Amphenol ICC (FCI),0.14,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/10129381-906002BLF/7916071,1 in Bulk for 0.14  10 in Bulk for 1.2  100 in Bulk for 10.18  500 in Bulk for 45.4  1600 in Bulk for 133.808  6400 in Bulk for 485.312  11200 in Bulk for 816.48 ,10129381-906002BLF,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6257/bwb_econostik_254headers.pdf,Male Pin,"0.100"" (2.54mm)",6,2,Through Hole,"0.230"" (5.84mm)","0.090"" (2.29mm)","0.100"" (2.54mm)",3A,110VDC
9970,Omron Electronics Inc-EMC Div,0.14,Active,https://www.digikey.com/en/products/detail/omron-electronics-inc-emc-div/XG8S-0241/4947394,1 in Bulk for 0.14  10 in Bulk for 1.18  100 in Bulk for 10.68  500 in Bulk for 43.36  1500 in Bulk for 113.19  6000 in Bulk for 426.3  10500 in Bulk for 740.88 ,XG8S-0241,https://omronfs.omron.com/en_US/ecb/products/pdf/en-xj8.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.169"" (4.30mm)","0.118"" (3.00mm)","0.098"" (2.50mm)",2A,300V
9958,Amphenol ICC (FCI),0.14,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/10129381-906003BLF/7916072,1 in Bulk for 0.14  10 in Bulk for 1.2  100 in Bulk for 10.18  500 in Bulk for 45.4  1600 in Bulk for 133.808  6400 in Bulk for 485.312  11200 in Bulk for 816.48 ,10129381-906003BLF,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_econostik_254headers.pdf,Male Pin,"0.100"" (2.54mm)",6,2,Through Hole,"0.318"" (8.08mm)","0.120"" (3.05mm)","0.100"" (2.54mm)",3A,110VDC
6794,Harwin Inc.,0.14,Active,https://www.digikey.com/en/products/detail/harwin-inc/M20-9730245/3727879,1 in Bulk for 0.14  10 in Bulk for 1.19  100 in Bulk for 10.11  500 in Bulk for 45.12  1000 in Bulk for 85.92  5000 in Bulk for 383.45  10000 in Bulk for 730.3 ,M20-9730245,https://cdn.harwin.com/pdfs/M20-973.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.276"" (7.00mm)","0.122"" (3.10mm)","0.100"" (2.54mm)",3A per Contact,-
2524,Adam Tech,0.14,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1-11-UA/9830419,1 in Bag for 0.14  10 in Bag for 1.22  100 in Bag for 10.32  500 in Bag for 46.06  1000 in Bag for 87.71  5000 in Bag for 391.4  10000 in Bag for 745.4 ,PH1-11-UA,https://app.adam-tech.com/products/download/data_sheet/201605/ph1-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",11,1,Through Hole,"0.236"" (6.00mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
58960,Molex,0.15,Active,https://www.digikey.com/en/products/detail/molex/0022285027/3158561,1 in Bulk for 0.15  10 in Bulk for 1.24  100 in Bulk for 10.53  500 in Bulk for 46.99  3750 in Bulk for 305.6625  7500 in Bulk for 582.075  11250 in Bulk for 848.475 ,0022285027,https://www.molex.com/webdocs/datasheets/pdf/en-us/0022285027_PCB_HEADERS.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.320"" (8.13mm)","0.135"" (3.43mm)","0.090"" (2.29mm)",-,-
39407,Adam Tech,0.15,Active,https://www.digikey.com/en/products/detail/adam-tech/PH2-08-UA/9830443,1 in Bag for 0.15  10 in Bag for 1.28  100 in Bag for 10.85  500 in Bag for 48.39  1000 in Bag for 92.15  5000 in Bag for 411.25  10000 in Bag for 783.2 ,PH2-08-UA,https://app.adam-tech.com/products/download/data_sheet/202065/ph2-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",8,2,Through Hole,"0.235"" (5.97mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
19833,Amphenol ICC (FCI),0.15,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/67997-402HLF/4273176,1 in Bag for 0.15  10 in Bag for 1.29  100 in Bag for 10.93  500 in Bag for 48.76  1000 in Bag for 92.86  5000 in Bag for 414.4  10000 in Bag for 789.2 ,67997-402HLF,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_bergstik.pdf,Male Pin,-,2,2,Through Hole,"0.230"" (5.84mm)","0.120"" (3.05mm)","0.100"" (2.54mm)",3A,-
10850,Molex,0.15,Active,https://www.digikey.com/en/products/detail/molex/0022284027/314067,1 in Bulk for 0.15  10 in Bulk for 1.29  100 in Bulk for 10.97  500 in Bulk for 48.95  1000 in Bulk for 93.21  5000 in Bulk for 416.0  10000 in Bulk for 792.2 ,0022284027,https://www.molex.com/en-us/products/part-detail/22284027?display=pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.320"" (8.13mm)","0.120"" (3.05mm)","0.090"" (2.29mm)",-,-
5730,Harwin Inc.,0.15,Active,https://www.digikey.com/en/products/detail/harwin-inc/M20-9770242/3920919,1 in Bulk for 0.15  10 in Bulk for 1.31  100 in Bulk for 11.16  500 in Bulk for 49.78  1000 in Bulk for 94.81  5000 in Bulk for 423.1  10000 in Bulk for 805.8 ,M20-9770242,https://cdn.harwin.com/pdfs/M20-977.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.228"" (5.80mm)","0.122"" (3.10mm)","0.100"" (2.54mm)",3A per Contact,-
3573,Adam Tech,0.15,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1RA-05-UA/9830637,1 in Bag for 0.15  10 in Bag for 1.24  100 in Bag for 10.53  500 in Bag for 46.99  1000 in Bag for 89.49  5000 in Bag for 399.35  10000 in Bag for 760.6 ,PH1RA-05-UA,https://app.adam-tech.com/products/download/data_sheet/201459/ph1ra-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",5,1,"Through Hole, Right Angle","0.236"" (6.00mm)","0.118"" (3.00mm)","0.098"" (2.50mm)",3A,250VAC
3403,Amphenol ICC (Commercial Products),0.15,Active,https://www.digikey.com/en/products/detail/amphenol-cs-commercial-products/G800LQ594032HR/17066206,1 in Bag for 0.15  10 in Bag for 1.25  100 in Bag for 10.64  500 in Bag for 47.46  1000 in Bag for 90.38  6000 in Bag for 477.78  12000 in Bag for 909.96 ,G800LQ594032HR,https://cdn.amphenol-cs.com/media/wysiwyg/files/drawing/g800lqxxxxxxhr.pdf,Male Pin,"0.100"" (2.54mm)",4,2,Through Hole,"0.236"" (6.00mm)","0.118"" (3.00mm)","0.098"" (2.50mm)",3A,250VDC
9281,Adam Tech,0.16,Active,https://www.digikey.com/en/products/detail/adam-tech/PH2-12-UA/9830397,1 in Bulk for 0.16  10 in Bulk for 1.34  100 in Bulk for 11.41  500 in Bulk for 50.9  1000 in Bulk for 96.93  5000 in Bulk for 432.55  10000 in Bulk for 823.8 ,PH2-12-UA,https://app.adam-tech.com/products/download/data_sheet/202065/ph2-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",12,2,Through Hole,"0.235"" (5.97mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
6291,Sullins Connector Solutions,0.16,Active,https://www.digikey.com/en/products/detail/sullins-connector-solutions/GEC01DAAN/4552155,1 in Bulk for 0.16  10 in Bulk for 1.34  25 in Bulk for 3.13  50 in Bulk for 5.97  100 in Bulk for 11.37  250 in Bulk for 26.63  500 in Bulk for 50.71  1000 in Bulk for 96.58  2500 in Bulk for 226.3 ,GEC01DAAN,https://drawings-pdf.s3.amazonaws.com/C10436.pdf,Male Pin,-,2,2,Through Hole,"0.230"" (5.84mm)","0.120"" (3.05mm)","0.100"" (2.54mm)",3A,-
6194,Harwin Inc.,0.16,Active,https://www.digikey.com/en/products/detail/harwin-inc/M20-9760246/3727741,1 in Bulk for 0.16  10 in Bulk for 1.39  100 in Bulk for 11.78  500 in Bulk for 52.56  1000 in Bulk for 100.1  5000 in Bulk for 446.7  10000 in Bulk for 850.8 ,M20-9760246,https://cdn.harwin.com/pdfs/M20-976.pdf,Male Pin,"0.100"" (2.54mm)",4,2,Through Hole,"0.228"" (5.80mm)","0.122"" (3.10mm)","0.100"" (2.54mm)",3A per Contact,-
5688,Adam Tech,0.16,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1-12-UA/9830395,1 in Bag for 0.16  10 in Bag for 1.34  100 in Bag for 11.37  500 in Bag for 50.71  1000 in Bag for 96.58  5000 in Bag for 431.0  10000 in Bag for 820.8 ,PH1-12-UA,https://app.adam-tech.com/products/download/data_sheet/201605/ph1-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",12,1,Through Hole,"0.236"" (6.00mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
